timestamp,close_price
2025-05-15 09:30:00-04:00,338.6400146484375
2025-05-15 09:31:00-04:00,339.5992126464844
2025-05-15 09:32:00-04:00,340.8800048828125
2025-05-15 09:33:00-04:00,341.909912109375
2025-05-15 09:34:00-04:00,341.7099914550781
2025-05-15 09:35:00-04:00,340.4649963378906
2025-05-15 09:36:00-04:00,339.9888916015625
2025-05-15 09:37:00-04:00,340.3116149902344
2025-05-15 09:38:00-04:00,339.7569885253906
2025-05-15 09:39:00-04:00,338.8092956542969
2025-05-15 09:40:00-04:00,337.8500061035156
2025-05-15 09:41:00-04:00,337.8642883300781
2025-05-15 09:42:00-04:00,338.42999267578125
2025-05-15 09:43:00-04:00,339.04998779296875
2025-05-15 09:44:00-04:00,339.6549987792969
2025-05-15 09:45:00-04:00,339.14990234375
2025-05-15 09:46:00-04:00,338.0047912597656
2025-05-15 09:47:00-04:00,338.0899963378906
2025-05-15 09:48:00-04:00,337.2449951171875
2025-05-15 09:49:00-04:00,336.9678955078125
2025-05-15 09:50:00-04:00,337.29998779296875
2025-05-15 09:51:00-04:00,336.95001220703125
2025-05-15 09:52:00-04:00,338.44000244140625
2025-05-15 09:53:00-04:00,338.47918701171875
2025-05-15 09:54:00-04:00,338.8808898925781
2025-05-15 09:55:00-04:00,338.1000061035156
2025-05-15 09:56:00-04:00,338.7200012207031
2025-05-15 09:57:00-04:00,337.30999755859375
2025-05-15 09:58:00-04:00,337.05999755859375
2025-05-15 09:59:00-04:00,337.1600036621094
2025-05-15 10:00:00-04:00,337.9881896972656
2025-05-15 10:01:00-04:00,338.95001220703125
2025-05-15 10:02:00-04:00,338.489990234375
2025-05-15 10:03:00-04:00,338.9800109863281
2025-05-15 10:04:00-04:00,338.5899963378906
2025-05-15 10:05:00-04:00,338.6099853515625
2025-05-15 10:06:00-04:00,338.47589111328125
2025-05-15 10:07:00-04:00,338.75
2025-05-15 10:08:00-04:00,338.7799987792969
2025-05-15 10:09:00-04:00,339.1000061035156
2025-05-15 10:10:00-04:00,338.1449890136719
2025-05-15 10:11:00-04:00,338.2825012207031
2025-05-15 10:12:00-04:00,338.0299987792969
2025-05-15 10:13:00-04:00,338.29010009765625
2025-05-15 10:14:00-04:00,338.58099365234375
2025-05-15 10:15:00-04:00,338.9750061035156
2025-05-15 10:16:00-04:00,339.614990234375
2025-05-15 10:17:00-04:00,338.6299133300781
2025-05-15 10:18:00-04:00,339.05499267578125
2025-05-15 10:19:00-04:00,340.4800109863281
2025-05-15 10:20:00-04:00,340.67999267578125
2025-05-15 10:21:00-04:00,339.8349914550781
2025-05-15 10:22:00-04:00,340.19500732421875
2025-05-15 10:23:00-04:00,340.09991455078125
2025-05-15 10:24:00-04:00,339.5392150878906
2025-05-15 10:25:00-04:00,339.55999755859375
